age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,capital-margin,capital-total,capital-margin-flag,workclass-occupation,race-sex,marital-status-relationship,workclass-education,occupation-education
33,3,226267,5,4,4,11,1,4,1,0,0,43,25,0,0,0,2,36,9,17,41,168
25,3,212800,15,10,4,11,3,4,0,0,0,40,38,0,0,0,2,36,8,19,51,178
21,3,312956,11,9,4,2,3,2,1,0,0,40,38,0,0,0,2,27,5,19,47,34
35,3,190297,9,13,2,11,0,4,1,0,1977,65,38,1,-1977,1977,0,36,9,8,45,172
29,3,157612,9,13,4,11,1,4,0,3325,0,45,38,0,3325,3325,1,36,8,17,45,172
29,0,114072,15,10,2,10,0,4,1,0,0,46,38,1,0,0,2,9,9,8,14,162
47,8,174525,11,9,2,14,0,4,1,3942,0,40,39,0,3942,3942,1,84,9,8,114,220
36,3,301614,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,47,34
51,0,237819,9,13,2,9,0,4,1,0,0,50,38,1,0,0,2,8,9,8,9,141
19,3,170720,2,8,4,7,3,4,1,0,0,16,38,0,0,0,2,32,9,19,38,103
39,3,172425,8,11,2,0,5,4,0,0,0,20,38,1,0,0,2,26,8,12,44,8
26,3,358975,15,10,4,8,1,4,0,0,0,50,17,0,0,0,2,33,8,17,51,131
28,0,281860,9,13,4,9,1,4,0,0,0,40,38,0,0,0,2,8,8,17,9,141
34,3,196385,8,11,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,44,47
25,3,361307,9,13,4,11,3,4,0,0,0,40,38,0,0,0,2,36,8,19,45,172
25,3,124111,9,13,4,11,3,4,0,0,0,36,39,0,0,0,2,36,8,19,45,172
32,3,37646,15,10,2,9,0,4,1,0,0,45,38,0,0,0,2,34,9,8,51,147
52,3,174452,15,10,4,11,1,4,0,0,0,40,38,0,0,0,2,36,8,17,51,178
20,3,281608,15,10,4,11,1,4,0,0,0,50,38,0,0,0,2,36,8,17,51,178
19,3,220001,15,10,4,4,3,4,1,0,0,50,38,0,0,0,2,29,9,19,51,70
57,3,182062,0,6,2,7,0,4,1,0,0,40,38,0,0,0,2,32,9,8,36,101
22,3,237498,11,9,4,7,3,4,1,0,0,40,38,0,0,0,2,32,9,19,47,112
50,5,225772,10,16,0,9,1,4,0,0,0,60,38,1,0,0,2,58,8,0,77,142
46,3,139268,12,14,2,3,0,4,1,0,0,45,38,1,0,0,2,28,9,8,48,51
56,3,231781,11,9,2,11,0,4,1,0,0,40,38,1,0,0,2,36,9,8,47,174
52,4,146574,14,15,2,9,0,4,1,0,0,40,38,1,0,0,2,46,9,8,65,146
39,3,184659,11,9,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,47,96
37,3,119929,11,9,2,11,0,4,1,0,0,45,38,1,0,0,2,36,9,8,47,174
23,3,293091,11,9,4,11,3,4,1,0,0,30,38,0,0,0,2,36,9,19,47,174
43,1,186995,11,9,0,10,4,4,0,0,0,40,38,0,0,0,2,21,8,3,26,159
31,3,34572,8,11,2,5,0,4,1,0,0,45,38,0,0,0,2,30,9,8,44,79
40,3,154374,11,9,2,6,0,4,1,0,0,40,38,1,0,0,2,31,9,8,47,96
26,3,166301,9,13,4,12,1,4,1,0,0,40,38,0,0,0,2,37,9,17,45,187
25,3,189590,9,13,4,12,1,4,1,0,0,40,38,0,0,0,2,37,9,17,45,187
32,3,239662,11,9,2,2,0,2,1,0,1579,36,38,0,-1579,1579,0,27,5,8,47,34
32,3,222548,11,9,0,0,3,4,0,0,0,40,38,0,0,0,2,26,8,2,47,11
50,3,98975,9,13,2,0,0,4,1,15024,0,40,38,1,15024,15024,1,26,9,8,45,9
34,3,160634,15,10,2,2,0,4,1,0,0,40,38,1,0,0,2,27,9,8,51,38
55,3,254516,6,5,4,5,2,2,1,0,0,37,38,0,0,0,2,30,5,18,42,77
44,3,282192,7,12,2,9,0,2,1,0,0,60,38,0,0,0,2,34,5,8,43,139
45,4,177543,11,9,2,11,5,4,0,0,0,50,38,0,0,0,2,48,8,12,63,174
30,3,284629,11,9,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,47,204
17,1,173497,1,7,4,9,3,2,1,0,0,15,38,0,0,0,2,20,5,19,16,133
24,3,326587,15,10,4,11,1,4,1,0,0,40,38,0,0,0,2,36,9,17,51,178
26,3,199224,15,10,4,5,1,4,1,0,0,30,38,0,0,0,2,30,9,17,51,84
44,3,171615,11,9,2,13,0,4,1,0,0,45,38,0,0,0,2,38,9,8,47,204
30,3,287092,11,9,0,3,1,4,0,2354,0,40,38,0,2354,2354,1,28,8,0,47,50
18,8,163788,15,10,4,14,3,4,0,0,0,40,38,0,0,0,2,84,8,19,118,224
19,5,194205,15,10,4,7,3,4,0,0,0,40,25,0,0,0,2,57,8,19,82,116
50,5,107581,11,9,2,11,0,4,1,0,0,50,38,0,0,0,2,60,9,8,78,174
33,3,122672,11,9,2,4,0,4,1,0,0,50,38,0,0,0,2,29,9,8,47,66
35,3,152307,1,7,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,37,24
41,3,95047,8,11,2,0,5,4,0,7688,0,44,38,1,7688,7688,1,26,8,12,44,8
66,8,213477,5,4,0,14,1,4,1,0,0,10,38,0,0,0,2,84,9,0,108,214
32,3,101283,11,9,4,5,1,4,0,0,0,35,38,0,0,0,2,30,8,17,47,81
32,4,144949,9,13,2,11,0,4,1,0,0,70,38,1,0,0,2,48,9,8,61,172
31,3,215047,9,13,4,0,1,4,1,0,0,50,38,0,0,0,2,26,9,17,45,9
17,8,179715,0,6,4,14,3,4,1,0,0,40,38,0,0,0,2,84,9,19,103,209
66,1,174486,10,16,2,9,0,2,1,20051,0,35,22,1,20051,20051,1,20,5,8,25,142
41,6,70884,11,9,2,12,0,4,1,0,0,40,38,0,0,0,2,73,9,8,94,189
26,1,192944,9,13,4,9,1,4,0,0,0,40,38,0,0,0,2,20,8,17,24,141
63,5,179400,11,9,2,2,0,4,1,2290,0,20,38,0,2290,2290,1,52,9,8,78,34
32,3,49539,15,10,4,7,1,4,0,3674,0,40,38,0,3674,3674,1,32,8,17,51,116
38,3,239397,5,4,2,2,0,4,1,0,0,36,25,0,0,0,2,27,9,8,41,28
36,3,43712,0,6,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,36,23
26,3,64289,11,9,4,4,3,4,1,0,0,40,38,0,0,0,2,29,9,19,47,66
27,3,169460,9,13,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,45,48
48,3,226696,11,9,2,2,0,2,1,0,0,40,38,0,0,0,2,27,5,8,47,34
66,5,104576,9,13,2,3,0,4,1,0,0,8,38,1,0,0,2,53,9,8,76,48
46,1,140219,12,14,0,9,1,4,0,8614,0,55,38,1,8614,8614,1,20,8,0,27,144
53,0,128141,9,13,5,0,1,2,1,0,0,40,38,0,0,0,2,0,5,21,9,9
23,3,344278,15,10,0,3,4,4,0,0,0,25,38,0,0,0,2,28,8,3,51,54
32,3,127651,11,9,2,11,0,4,1,0,0,46,38,1,0,0,2,36,9,8,47,174
36,3,34378,5,4,4,6,4,4,1,0,0,60,38,0,0,0,2,31,9,20,41,90
38,1,745768,15,10,0,3,4,2,0,0,0,45,38,0,0,0,2,15,4,3,30,54
29,3,107160,11,9,4,7,1,4,1,0,0,40,38,0,0,0,2,32,9,17,47,112
27,3,176972,8,11,4,2,1,4,1,0,0,40,38,0,0,0,2,27,9,17,44,31
47,3,209320,11,9,5,7,1,4,0,0,0,40,38,0,0,0,2,32,8,21,47,112
64,8,201368,15,10,2,14,0,4,1,0,0,8,38,0,0,0,2,84,9,8,118,224
49,3,91608,15,10,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,51,38
43,5,27242,15,10,2,2,0,4,1,0,0,50,38,0,0,0,2,52,9,8,82,38
30,3,177437,9,13,0,11,1,4,1,0,0,40,38,0,0,0,2,36,9,0,45,172
60,6,113544,9,13,2,3,0,4,1,0,0,50,38,1,0,0,2,65,9,8,92,48
28,3,376700,9,13,4,11,3,2,1,6849,0,50,38,0,6849,6849,1,36,5,19,45,172
27,3,123984,7,12,4,7,1,1,0,0,0,35,29,0,0,0,2,32,2,17,43,108
51,4,304955,12,14,2,3,0,4,1,0,0,50,38,1,0,0,2,41,9,8,64,51
21,3,25265,11,9,4,2,3,4,1,0,0,40,38,0,0,0,2,27,9,19,47,34
23,3,131699,15,10,4,11,3,2,0,0,0,14,38,0,0,0,2,36,4,19,51,178
17,1,32124,6,5,4,7,3,2,1,0,0,9,38,0,0,0,2,19,5,19,21,107
29,3,116613,9,13,4,0,3,4,0,0,0,40,31,0,0,0,2,26,8,19,45,9
53,3,198824,9,13,4,3,4,4,0,0,0,40,38,0,0,0,2,28,8,20,45,48
32,3,29312,11,9,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,47,204
61,3,52765,11,9,0,7,2,4,0,0,0,99,38,0,0,0,2,32,8,1,47,112
33,3,207267,0,6,5,7,4,4,0,3418,0,35,38,0,3418,3418,1,32,8,24,36,101
38,3,144860,11,9,2,2,0,4,1,0,0,65,38,0,0,0,2,27,9,8,47,34
21,3,266467,11,9,4,2,3,4,1,0,2205,40,38,0,-2205,2205,0,27,9,19,47,34
40,3,116103,15,10,5,2,4,4,1,4934,0,47,38,1,4934,4934,1,27,9,24,51,38
34,3,170017,11,9,0,2,3,4,1,0,0,40,38,0,0,0,2,27,9,2,47,34
55,3,186479,11,9,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,47,50
30,1,177828,9,13,5,9,1,4,1,0,0,40,38,0,0,0,2,20,9,21,24,141
74,5,109101,15,10,2,3,0,4,1,0,0,4,38,0,0,0,2,53,9,8,82,54
20,6,117210,15,10,4,12,3,4,1,0,0,40,38,0,0,0,2,73,9,19,98,192
74,4,148003,9,13,2,0,5,4,0,0,0,6,38,1,0,0,2,39,8,12,61,9
50,3,270194,9,13,2,3,0,4,1,0,0,60,38,0,0,0,2,28,9,8,45,48
43,1,211860,11,9,2,2,0,4,1,0,0,40,38,1,0,0,2,14,9,8,26,34
28,5,190391,9,13,4,11,1,4,1,0,0,50,38,0,0,0,2,60,9,17,76,172
68,5,336329,11,9,2,3,0,4,1,0,0,10,38,0,0,0,2,53,9,8,78,50
34,6,238944,0,6,2,2,0,4,1,0,0,40,38,1,0,0,2,64,9,8,83,23
38,5,257250,11,9,4,4,1,4,1,0,0,52,38,0,0,0,2,54,9,17,78,66
30,3,83066,11,9,2,13,0,2,1,0,0,30,38,0,0,0,2,38,5,8,47,204
29,3,173652,15,10,4,0,3,4,0,0,0,40,38,0,0,0,2,26,8,19,51,15
42,5,30759,11,9,2,2,0,4,1,0,0,35,38,0,0,0,2,52,9,8,78,34
43,3,209149,11,9,0,7,1,4,0,0,0,35,38,0,0,0,2,32,8,0,47,112
60,3,187458,5,4,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,41,28
49,3,128736,9,13,4,9,4,4,0,0,0,40,38,0,0,0,2,34,8,20,45,141
27,3,357348,11,9,4,0,1,4,0,2202,0,40,38,0,2202,2202,1,26,8,17,47,11
43,5,35236,11,9,3,2,1,4,1,0,0,40,38,0,0,0,2,52,9,13,78,34
36,3,174938,9,13,2,9,0,4,1,0,1887,50,38,1,-1887,1887,0,34,9,8,45,141
61,3,119684,11,9,2,7,0,4,1,0,0,50,38,0,0,0,2,32,9,8,47,112
61,3,668362,3,2,6,5,1,4,0,0,0,40,38,0,0,0,2,30,8,25,39,74
42,3,209547,15,10,2,11,0,4,1,5178,0,40,38,1,5178,5178,1,36,9,8,51,178
37,3,149347,15,10,2,2,0,4,1,0,0,40,38,1,0,0,2,27,9,8,51,38
20,3,211049,15,10,4,3,3,4,0,0,0,30,38,0,0,0,2,28,8,19,51,54
27,3,179915,9,13,4,3,3,4,0,0,0,99,38,0,0,0,2,28,8,19,45,48
25,6,120041,9,13,4,9,1,4,0,0,0,40,38,0,0,0,2,70,8,17,92,141
41,4,32016,11,9,2,11,0,4,1,0,0,62,38,0,0,0,2,48,9,8,63,174
24,8,154373,11,9,2,14,5,4,0,0,0,25,38,0,0,0,2,84,8,12,114,220
55,3,189528,5,4,2,2,0,4,1,0,0,60,38,0,0,0,2,27,9,8,41,28
42,3,34218,14,15,0,9,1,4,1,99999,0,80,38,1,99999,99999,1,34,9,0,50,146
40,8,104196,11,9,5,14,3,4,1,0,0,45,38,0,0,0,2,84,9,23,114,220
52,3,143953,9,13,2,9,0,4,1,0,1902,40,38,1,-1902,1902,0,34,9,8,45,141
35,8,103710,9,13,0,14,4,4,0,0,0,16,39,0,0,0,2,84,8,3,112,218
44,3,96129,9,13,2,3,0,4,1,0,0,40,38,1,0,0,2,28,9,8,45,48
51,3,91506,11,9,2,13,0,4,1,7688,0,40,38,1,7688,7688,1,38,9,8,47,204
24,3,99970,9,13,4,12,3,4,1,0,0,40,38,0,0,0,2,37,9,19,45,187
33,3,249409,12,14,2,9,0,2,1,0,0,35,38,0,0,0,2,34,5,8,48,144
28,3,186239,15,10,4,0,4,2,0,0,0,40,38,0,0,0,2,26,4,20,51,15
64,3,73413,11,9,2,11,0,4,1,0,0,50,38,0,0,0,2,36,9,8,47,174
58,3,145574,1,7,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,37,24
26,3,395206,15,10,4,13,1,4,1,0,0,40,38,0,0,0,2,38,9,17,51,208
33,1,224185,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,14,9,8,26,34
22,3,100345,11,9,4,5,3,4,1,0,0,35,38,0,0,0,2,30,9,19,47,81
29,3,112403,4,3,2,6,0,4,1,0,0,40,39,0,0,0,2,31,9,8,40,89
29,3,42881,9,13,2,3,5,4,0,0,0,40,38,1,0,0,2,28,8,12,45,48
36,3,212433,11,9,4,2,3,2,1,0,0,40,38,0,0,0,2,27,5,19,47,34
30,3,241885,15,10,2,4,0,4,1,0,0,40,38,0,0,0,2,29,9,8,51,70
31,3,43819,9,13,2,3,5,4,0,0,0,40,38,1,0,0,2,28,8,12,45,48
53,3,157069,7,12,2,6,0,4,1,0,0,40,38,1,0,0,2,31,9,8,43,92
39,5,263081,11,9,4,3,1,2,1,0,0,50,38,0,0,0,2,53,5,17,78,50
21,3,75763,15,10,2,11,5,0,0,0,0,40,38,0,0,0,2,36,0,12,51,178
37,6,354929,7,12,0,10,1,2,1,0,0,38,38,0,0,0,2,71,5,0,90,155
39,0,193583,9,13,0,9,4,4,0,5455,0,60,38,0,5455,5455,1,8,8,3,9,141
28,6,89564,9,13,2,10,0,4,1,0,0,50,38,0,0,0,2,71,9,8,92,157
31,3,151053,15,10,2,13,0,4,1,0,0,34,38,0,0,0,2,38,9,8,51,208
46,3,211226,7,12,2,13,0,3,1,0,0,36,38,0,0,0,2,38,7,8,43,200
21,3,256240,1,7,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,37,86
39,3,176335,12,14,2,3,0,4,1,7688,0,65,38,1,7688,7688,1,28,9,8,48,51
29,3,124680,9,13,4,11,1,4,0,13550,0,35,38,1,13550,13550,1,36,8,17,45,172
33,3,217235,11,9,2,11,0,4,1,0,0,20,38,0,0,0,2,36,9,8,47,174
35,3,323120,7,12,4,6,1,4,0,0,0,44,38,1,0,0,2,31,8,17,43,92
20,3,528616,4,3,4,7,2,4,1,0,0,40,25,0,0,0,2,32,9,18,40,105
33,3,80145,11,9,2,13,0,4,1,0,0,60,38,0,0,0,2,38,9,8,47,204
28,3,54042,8,11,4,7,1,4,0,2463,0,35,38,0,2463,2463,1,32,8,17,44,109
53,0,227836,15,10,0,4,1,4,1,0,0,40,38,0,0,0,2,4,9,0,14,70
23,3,82889,15,10,4,0,3,4,0,0,0,16,38,0,0,0,2,26,8,19,51,15
48,5,32825,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,52,9,8,78,34
29,3,213152,1,7,0,2,1,4,1,0,0,52,38,0,0,0,2,27,9,0,37,24
34,3,112115,14,15,2,9,0,4,1,0,1977,55,38,1,-1977,1977,0,34,9,8,50,146
47,3,182655,8,11,2,12,0,4,1,0,0,52,38,1,0,0,2,37,9,8,44,186
23,3,417605,4,3,4,2,1,4,1,0,0,40,25,0,0,0,2,27,9,17,40,27
45,5,285575,11,9,2,3,0,1,1,0,0,40,2,0,0,0,2,53,3,8,78,50
38,3,169672,11,9,2,3,0,4,1,0,0,40,38,0,0,0,2,28,9,8,47,50
36,3,120760,12,14,2,9,0,1,1,0,0,40,2,0,0,0,2,34,3,8,48,144
25,1,58065,9,13,2,9,5,4,0,0,0,50,38,0,0,0,2,20,8,12,24,141
27,6,222506,9,13,4,9,1,2,0,0,0,60,38,0,0,0,2,70,4,17,92,141
24,3,32921,15,10,4,4,3,4,1,0,0,50,38,0,0,0,2,29,9,19,51,70
35,3,283305,9,13,4,3,1,4,0,0,0,40,38,0,0,0,2,28,8,17,45,48
31,3,271933,15,10,2,6,5,4,0,0,0,40,38,0,0,0,2,31,8,12,51,100
37,3,116358,11,9,4,2,2,0,1,27828,0,48,38,1,27828,27828,1,27,1,18,47,34
56,3,50490,11,9,2,13,0,4,1,0,0,40,38,0,0,0,2,38,9,8,47,204
24,3,51799,11,9,2,0,5,2,0,0,0,40,38,0,0,0,2,26,4,12,47,11
52,3,232132,2,8,2,6,0,4,1,0,0,45,38,1,0,0,2,31,9,8,38,87
42,3,89003,9,13,2,5,0,4,1,0,0,50,38,0,0,0,2,30,9,8,45,80
33,1,171889,11,9,0,13,4,4,0,0,0,43,38,0,0,0,2,24,8,3,26,204
38,3,200352,9,13,2,3,0,4,1,0,0,50,38,0,0,0,2,28,9,8,45,48
48,0,100067,15,10,6,7,4,2,0,0,0,40,38,0,0,0,2,7,4,28,14,116
29,8,42623,11,9,4,14,1,4,1,0,0,32,38,0,0,0,2,84,9,17,114,220
90,3,313749,11,9,6,0,4,4,0,0,0,25,38,0,0,0,2,26,8,28,47,11
41,3,90021,11,9,2,5,0,4,1,0,0,40,39,0,0,0,2,30,9,8,47,81
25,3,378322,11,9,4,2,1,4,1,0,2001,50,38,0,-2001,2001,0,27,9,17,47,34
47,1,148995,11,9,2,10,0,4,1,0,0,60,38,1,0,0,2,21,9,8,26,159
36,3,105021,9,13,2,9,0,4,1,0,0,55,38,0,0,0,2,34,9,8,45,141
24,3,220426,11,9,4,5,1,4,1,0,0,40,38,0,0,0,2,30,9,17,47,81
43,3,210844,9,13,0,3,1,2,0,0,0,40,38,1,0,0,2,28,4,0,45,48
55,6,157639,15,10,2,10,0,4,1,0,0,40,38,1,0,0,2,71,9,8,98,162
51,0,174102,11,9,2,0,0,4,1,0,0,40,38,1,0,0,2,0,9,8,11,11
50,3,30447,8,11,2,13,0,4,1,0,0,45,38,0,0,0,2,38,9,8,44,201
43,5,34007,9,13,2,4,0,4,1,0,0,70,38,1,0,0,2,54,9,8,76,64
31,3,196227,11,9,5,7,1,4,0,0,0,40,38,0,0,0,2,32,8,21,47,112
29,3,159109,1,7,4,13,4,4,1,0,0,40,38,0,0,0,2,38,9,20,37,194
30,3,205407,11,9,0,5,2,4,1,0,0,40,38,0,0,0,2,30,9,1,47,81
45,3,198223,9,13,2,11,0,4,1,0,1902,45,38,1,-1902,1902,0,36,9,8,45,172
40,6,52498,7,12,0,0,4,4,0,0,0,40,38,0,0,0,2,63,8,3,90,7
52,6,135388,11,9,2,2,0,4,1,5013,0,40,38,0,5013,5013,1,64,9,8,94,34
44,0,308027,9,13,0,3,1,2,0,0,0,40,38,0,0,0,2,3,4,0,9,48
40,3,150528,9,13,2,0,0,4,1,0,0,40,38,0,0,0,2,26,9,8,45,9
18,3,404085,11,9,2,0,5,4,0,0,0,40,38,0,0,0,2,26,8,12,47,11
27,3,96219,11,9,0,7,3,4,0,3418,0,32,38,0,3418,3418,1,32,8,2,47,112
36,3,218188,11,9,0,6,4,4,0,0,0,32,38,0,0,0,2,31,8,3,47,96
26,3,236068,15,10,4,11,2,4,0,0,0,20,38,0,0,0,2,36,8,18,51,178
67,1,102690,9,13,2,3,0,4,1,0,0,20,38,0,0,0,2,15,9,8,24,48
30,3,342709,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,47,81
36,5,119272,11,9,2,3,0,4,1,0,0,38,38,0,0,0,2,53,9,8,78,50
42,3,184105,15,10,4,4,1,4,1,0,0,28,38,0,0,0,2,29,9,17,51,70
25,1,169905,15,10,2,4,0,4,1,0,0,40,38,0,0,0,2,16,9,8,30,70
20,3,26842,15,10,4,6,1,4,0,2176,0,40,38,0,2176,2176,1,31,8,17,51,100
64,8,49194,1,7,2,14,0,4,1,0,0,30,38,0,0,0,2,84,9,8,104,210
24,3,433330,11,9,0,6,1,4,1,0,0,40,38,0,0,0,2,31,9,0,47,96
45,5,54098,8,11,2,4,0,4,1,0,0,50,38,1,0,0,2,54,9,8,75,63
22,3,157783,11,9,2,7,0,1,1,0,0,35,40,0,0,0,2,32,3,8,47,112
42,1,70655,11,9,0,4,1,4,1,0,0,40,38,0,0,0,2,16,9,0,26,66
51,3,175122,11,9,2,0,5,4,0,0,0,40,38,0,0,0,2,26,8,12,47,11
40,3,199303,11,9,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,47,34
21,3,224640,15,10,4,11,3,4,0,0,0,40,38,0,0,0,2,36,8,19,51,178
29,3,103634,11,9,4,10,4,4,1,0,0,35,38,0,0,0,2,35,9,20,47,159
21,3,25265,8,11,4,6,1,4,1,0,0,30,38,0,0,0,2,31,9,17,44,93
55,1,28151,11,9,0,0,1,4,0,0,0,40,38,1,0,0,2,13,8,0,26,11
32,5,56026,9,13,2,11,2,4,1,0,0,45,38,0,0,0,2,60,9,10,76,172
24,3,113631,9,13,4,7,1,4,1,0,0,40,38,0,0,0,2,32,9,17,45,110
35,3,186110,11,9,0,13,1,4,1,0,0,45,38,0,0,0,2,38,9,0,47,204
38,3,227615,1,7,2,2,0,4,1,0,0,40,25,0,0,0,2,27,9,8,37,24
18,4,147612,11,9,4,4,3,4,0,0,0,8,38,0,0,0,2,42,8,19,63,66
57,4,105582,9,13,2,3,0,4,1,0,2415,40,38,1,-2415,2415,0,41,9,8,61,48
28,3,273929,11,9,2,11,0,4,1,0,1628,60,38,0,-1628,1628,0,36,9,8,47,174
28,3,190525,9,13,2,3,0,4,1,0,0,50,38,1,0,0,2,28,9,8,45,48
22,3,500720,11,9,4,0,3,4,0,0,0,40,25,0,0,0,2,26,8,19,47,11
52,3,243616,4,3,5,2,4,2,0,4101,0,40,38,0,4101,4101,1,27,4,24,40,27
29,3,278637,9,13,2,11,0,4,1,3103,0,45,38,1,3103,3103,1,36,9,8,45,172
32,3,50178,15,10,4,11,3,4,1,0,0,35,38,0,0,0,2,36,9,19,51,178
34,3,176673,15,10,4,11,2,2,0,0,0,35,38,0,0,0,2,36,4,18,51,178
45,3,182541,15,10,2,2,0,4,1,0,0,40,38,0,0,0,2,27,9,8,51,38
21,3,304949,15,10,4,9,3,4,0,0,0,10,38,0,0,0,2,34,8,19,51,147
49,3,188694,9,13,4,3,1,4,1,0,0,40,38,1,0,0,2,28,9,17,45,48
39,3,80004,11,9,2,5,0,4,1,0,0,40,38,0,0,0,2,30,9,8,47,81
31,3,183000,14,15,4,12,1,4,1,0,0,55,38,0,0,0,2,37,9,17,50,191
52,3,104501,2,8,2,3,0,4,1,0,0,60,38,1,0,0,2,28,9,8,38,41
31,3,72630,9,13,4,3,1,4,1,14084,0,50,38,1,14084,14084,1,28,9,17,45,48
19,6,149528,15,10,4,4,3,4,1,0,0,12,38,0,0,0,2,66,9,19,98,70
24,3,180060,7,12,4,2,1,4,1,2354,0,40,38,0,2354,2354,1,27,9,17,43,30
40,3,101593,11,9,4,2,1,4,1,0,0,40,38,0,0,0,2,27,9,17,47,34
17,3,329783,0,6,4,11,2,4,0,0,0,10,38,0,0,0,2,36,8,18,36,163
50,0,343014,15,10,2,3,0,2,1,0,0,40,38,0,0,0,2,3,5,8,14,54
67,4,168370,15,10,2,11,0,4,1,0,0,40,38,0,0,0,2,48,9,8,66,178
45,4,204196,9,13,0,3,4,4,1,0,0,50,38,1,0,0,2,41,9,3,61,48
24,3,180931,9,13,2,11,0,2,1,0,0,30,38,0,0,0,2,36,5,8,45,172
22,3,192017,11,9,4,0,3,4,1,0,0,40,38,0,0,0,2,26,9,19,47,11
32,3,226883,11,9,2,2,0,4,1,0,0,40,10,0,0,0,2,27,9,8,47,34
39,4,329980,9,13,2,3,0,4,1,15024,0,50,38,1,15024,15024,1,41,9,8,61,48
50,1,74660,15,10,6,9,4,4,1,0,0,40,38,0,0,0,2,20,9,28,30,147
25,3,570821,15,10,2,6,0,4,1,0,0,40,38,0,0,0,2,31,9,8,51,100
23,3,394191,11,9,4,2,2,4,1,0,0,40,38,0,0,0,2,27,9,18,47,34
56,3,247337,9,13,2,9,0,4,1,0,0,50,38,1,0,0,2,34,9,8,45,141
18,3,165532,15,10,4,11,3,4,1,0,0,15,38,0,0,0,2,36,9,19,51,178
19,8,309284,15,10,4,14,1,4,1,0,0,40,38,0,0,0,2,84,9,17,118,224
49,3,129640,11,9,4,7,1,4,0,0,0,40,38,0,0,0,2,32,8,17,47,112
74,1,214514,5,4,2,10,0,4,1,0,0,40,38,0,0,0,2,21,9,8,20,153
35,3,196123,7,12,2,3,0,4,1,0,0,40,38,1,0,0,2,28,9,8,43,46
40,5,403550,15,10,2,2,0,4,1,0,0,50,38,0,0,0,2,52,9,8,82,38
18,3,225859,15,10,4,13,3,4,1,2907,0,30,38,0,2907,2907,1,38,9,19,51,208
36,3,104089,8,11,4,4,3,4,1,0,0,40,38,0,0,0,2,29,9,19,44,63
37,3,341672,9,13,5,12,1,1,1,0,0,40,29,0,0,0,2,37,3,21,45,187
51,3,150999,15,10,2,2,0,4,1,7298,0,40,38,1,7298,7298,1,27,9,8,51,38
36,3,118909,7,12,4,0,4,2,0,0,0,40,22,0,0,0,2,26,4,20,43,7
45,3,187370,12,14,0,3,4,4,1,7430,0,70,38,1,7430,7430,1,28,9,3,48,51
23,3,177287,15,10,4,3,2,4,0,0,0,40,38,0,0,0,2,28,8,18,51,54
42,3,403187,11,9,0,5,4,2,0,0,0,40,38,0,0,0,2,30,4,3,47,81
52,5,334273,9,13,2,9,0,4,1,0,0,60,38,1,0,0,2,58,9,8,76,141
26,3,158397,11,9,4,5,3,4,1,0,0,40,38,0,0,0,2,30,9,19,47,81
59,3,239405,11,9,0,7,4,2,0,0,0,35,22,0,0,0,2,32,4,3,47,112
26,8,264300,15,10,2,14,5,4,0,0,0,20,38,0,0,0,2,84,8,12,118,224
34,3,176244,11,9,2,6,2,4,0,0,0,40,25,0,0,0,2,31,8,10,47,96
50,5,213654,11,9,2,11,0,2,1,0,0,40,38,0,0,0,2,60,5,8,78,174
24,3,211968,9,13,4,12,1,4,0,0,0,40,38,0,0,0,2,37,8,17,45,187
63,5,124015,12,14,5,9,1,4,1,0,0,40,38,1,0,0,2,58,9,21,79,144
63,1,114752,9,13,6,0,4,1,0,0,0,35,29,0,0,0,2,13,2,28,24,9
19,3,277695,13,1,4,4,1,4,1,0,0,50,25,0,0,0,2,29,9,17,49,68
51,3,169785,9,13,3,3,1,4,0,0,0,60,38,1,0,0,2,28,8,13,45,48
21,3,57211,11,9,4,2,3,4,1,0,0,40,38,0,0,0,2,27,9,19,47,34
50,1,30008,9,13,2,9,0,4,1,0,0,45,38,1,0,0,2,20,9,8,24,141
40,3,346189,10,16,2,9,0,4,1,0,0,40,38,1,0,0,2,34,9,8,46,142
47,3,160440,9,13,2,11,0,4,1,0,0,55,38,1,0,0,2,36,9,8,45,172
54,6,93415,9,13,4,9,4,1,0,0,0,40,38,1,0,0,2,70,2,20,92,141
